cty,name,kfr_imm_rA_gP_pall,kfr_imm_rA_gP_pall_l,kfr_imm_rA_gP_p100,kfr_imm_rA_gP_p100_l,kfr_imm_rA_gP_p75,kfr_imm_rA_gP_p75_l,kfr_imm_rA_gP_p25,kfr_imm_rA_gP_p25_l,kfr_imm_rA_gP_p1,kfr_imm_rA_gP_p1_l,kfr_imm_rA_gP_p50,kfr_imm_rA_gP_p50_l,kfr_imm_rA_gF_pall,kfr_imm_rA_gF_pall_l,kfr_imm_rA_gF_p100,kfr_imm_rA_gF_p100_l,kfr_imm_rA_gF_p75,kfr_imm_rA_gF_p75_l,kfr_imm_rA_gF_p25,kfr_imm_rA_gF_p25_l,kfr_imm_rA_gF_p1,kfr_imm_rA_gF_p1_l,kfr_imm_rA_gF_p50,kfr_imm_rA_gF_p50_l,kfr_imm_rA_gM_pall,kfr_imm_rA_gM_pall_l,kfr_imm_rA_gM_p100,kfr_imm_rA_gM_p100_l,kfr_imm_rA_gM_p75,kfr_imm_rA_gM_p75_l,kfr_imm_rA_gM_p25,kfr_imm_rA_gM_p25_l,kfr_imm_rA_gM_p1,kfr_imm_rA_gM_p1_l,kfr_imm_rA_gM_p50,kfr_imm_rA_gM_p50_l,kfr_imm_rP_gP_pall,kfr_imm_rP_gP_pall_l,kfr_imm_rP_gP_p100,kfr_imm_rP_gP_p100_l,kfr_imm_rP_gP_p75,kfr_imm_rP_gP_p75_l,kfr_imm_rP_gP_p25,kfr_imm_rP_gP_p25_l,kfr_imm_rP_gP_p1,kfr_imm_rP_gP_p1_l,kfr_imm_rP_gP_p50,kfr_imm_rP_gP_p50_l,kfr_imm_rP_gF_pall,kfr_imm_rP_gF_pall_l,kfr_imm_rP_gF_p100,kfr_imm_rP_gF_p100_l,kfr_imm_rP_gF_p75,kfr_imm_rP_gF_p75_l,kfr_imm_rP_gF_p25,kfr_imm_rP_gF_p25_l,kfr_imm_rP_gF_p1,kfr_imm_rP_gF_p1_l,kfr_imm_rP_gF_p50,kfr_imm_rP_gF_p50_l,kfr_imm_rP_gM_pall,kfr_imm_rP_gM_pall_l,kfr_imm_rP_gM_p100,kfr_imm_rP_gM_p100_l,kfr_imm_rP_gM_p75,kfr_imm_rP_gM_p75_l,kfr_imm_rP_gM_p25,kfr_imm_rP_gM_p25_l,kfr_imm_rP_gM_p1,kfr_imm_rP_gM_p1_l,kfr_imm_rP_gM_p50,kfr_imm_rP_gM_p50_l,kfr_imm_rB_gP_pall,kfr_imm_rB_gP_pall_l,kfr_imm_rB_gP_p100,kfr_imm_rB_gP_p100_l,kfr_imm_rB_gP_p75,kfr_imm_rB_gP_p75_l,kfr_imm_rB_gP_p25,kfr_imm_rB_gP_p25_l,kfr_imm_rB_gP_p1,kfr_imm_rB_gP_p1_l,kfr_imm_rB_gP_p50,kfr_imm_rB_gP_p50_l,kfr_imm_rB_gF_pall,kfr_imm_rB_gF_pall_l,kfr_imm_rB_gF_p100,kfr_imm_rB_gF_p100_l,kfr_imm_rB_gF_p75,kfr_imm_rB_gF_p75_l,kfr_imm_rB_gF_p25,kfr_imm_rB_gF_p25_l,kfr_imm_rB_gF_p1,kfr_imm_rB_gF_p1_l,kfr_imm_rB_gF_p50,kfr_imm_rB_gF_p50_l,kfr_imm_rB_gM_pall,kfr_imm_rB_gM_pall_l,kfr_imm_rB_gM_p100,kfr_imm_rB_gM_p100_l,kfr_imm_rB_gM_p75,kfr_imm_rB_gM_p75_l,kfr_imm_rB_gM_p25,kfr_imm_rB_gM_p25_l,kfr_imm_rB_gM_p1,kfr_imm_rB_gM_p1_l,kfr_imm_rB_gM_p50,kfr_imm_rB_gM_p50_l,kfr_imm_rW_gP_pall,kfr_imm_rW_gP_pall_l,kfr_imm_rW_gP_p100,kfr_imm_rW_gP_p100_l,kfr_imm_rW_gP_p75,kfr_imm_rW_gP_p75_l,kfr_imm_rW_gP_p25,kfr_imm_rW_gP_p25_l,kfr_imm_rW_gP_p1,kfr_imm_rW_gP_p1_l,kfr_imm_rW_gP_p50,kfr_imm_rW_gP_p50_l,kfr_imm_rW_gF_pall,kfr_imm_rW_gF_pall_l,kfr_imm_rW_gF_p100,kfr_imm_rW_gF_p100_l,kfr_imm_rW_gF_p75,kfr_imm_rW_gF_p75_l,kfr_imm_rW_gF_p25,kfr_imm_rW_gF_p25_l,kfr_imm_rW_gF_p1,kfr_imm_rW_gF_p1_l,kfr_imm_rW_gF_p50,kfr_imm_rW_gF_p50_l,kfr_imm_rW_gM_pall,kfr_imm_rW_gM_pall_l,kfr_imm_rW_gM_p100,kfr_imm_rW_gM_p100_l,kfr_imm_rW_gM_p75,kfr_imm_rW_gM_p75_l,kfr_imm_rW_gM_p25,kfr_imm_rW_gM_p25_l,kfr_imm_rW_gM_p1,kfr_imm_rW_gM_p1_l,kfr_imm_rW_gM_p50,kfr_imm_rW_gM_p50_l,kfr_imm_rH_gP_pall,kfr_imm_rH_gP_pall_l,kfr_imm_rH_gP_p100,kfr_imm_rH_gP_p100_l,kfr_imm_rH_gP_p75,kfr_imm_rH_gP_p75_l,kfr_imm_rH_gP_p25,kfr_imm_rH_gP_p25_l,kfr_imm_rH_gP_p1,kfr_imm_rH_gP_p1_l,kfr_imm_rH_gP_p50,kfr_imm_rH_gP_p50_l,kfr_imm_rH_gF_pall,kfr_imm_rH_gF_pall_l,kfr_imm_rH_gF_p100,kfr_imm_rH_gF_p100_l,kfr_imm_rH_gF_p75,kfr_imm_rH_gF_p75_l,kfr_imm_rH_gF_p25,kfr_imm_rH_gF_p25_l,kfr_imm_rH_gF_p1,kfr_imm_rH_gF_p1_l,kfr_imm_rH_gF_p50,kfr_imm_rH_gF_p50_l,kfr_imm_rH_gM_pall,kfr_imm_rH_gM_pall_l,kfr_imm_rH_gM_p100,kfr_imm_rH_gM_p100_l,kfr_imm_rH_gM_p75,kfr_imm_rH_gM_p75_l,kfr_imm_rH_gM_p25,kfr_imm_rH_gM_p25_l,kfr_imm_rH_gM_p1,kfr_imm_rH_gM_p1_l,kfr_imm_rH_gM_p50,kfr_imm_rH_gM_p50_l,kfr_imm_rNA_gP_pall,kfr_imm_rNA_gP_pall_l,kfr_imm_rNA_gP_p100,kfr_imm_rNA_gP_p100_l,kfr_imm_rNA_gP_p75,kfr_imm_rNA_gP_p75_l,kfr_imm_rNA_gP_p25,kfr_imm_rNA_gP_p25_l,kfr_imm_rNA_gP_p1,kfr_imm_rNA_gP_p1_l,kfr_imm_rNA_gP_p50,kfr_imm_rNA_gP_p50_l,kfr_imm_rNA_gF_pall,kfr_imm_rNA_gF_pall_l,kfr_imm_rNA_gF_p100,kfr_imm_rNA_gF_p100_l,kfr_imm_rNA_gF_p75,kfr_imm_rNA_gF_p75_l,kfr_imm_rNA_gF_p25,kfr_imm_rNA_gF_p25_l,kfr_imm_rNA_gF_p1,kfr_imm_rNA_gF_p1_l,kfr_imm_rNA_gF_p50,kfr_imm_rNA_gF_p50_l,kfr_imm_rNA_gM_pall,kfr_imm_rNA_gM_pall_l,kfr_imm_rNA_gM_p100,kfr_imm_rNA_gM_p100_l,kfr_imm_rNA_gM_p75,kfr_imm_rNA_gM_p75_l,kfr_imm_rNA_gM_p25,kfr_imm_rNA_gM_p25_l,kfr_imm_rNA_gM_p1,kfr_imm_rNA_gM_p1_l,kfr_imm_rNA_gM_p50,kfr_imm_rNA_gM_p50_l
cty12095,"Orange County, FL",55860,47592,74277,66166,59481,49993,52205,43454,47216,36662,54659,46470,62787,52004,88055,72715,68176,56064,57970,47477,52917,38246,61493,51592,49937,44216,64335,63610,52485,45986,46937,40086,42131,34393,48791,42727,38379,38555,71609,59930,49137,46282,33316,34528,27145,28456,40307,39949,41305,40890,77367,64752,53650,50265,35838,36303,30028,29612,43342,42308,35727,36451,66695,55711,45283,42925,30960,32910,24465,27360,37598,37843,30080,32380,59408,52926,39367,40723,27609,29558,19720,25517,33588,35028,32124,36316,57293,61621,40660,48416,30289,33144,22904,26920,35842,39710,27914,28716,65826,44652,38658,34326,24372,26347,16071,24082,31368,30779,45139,45656,61501,64348,48658,50077,38853,37918,35175,31781,43119,43480,49489,47637,69140,64900,53635,51550,41790,40031,37200,34235,47065,45311,41456,43970,54441,63758,44427,48775,36382,36122,32399,29704,40308,41916,37779,38407,74718,53383,48821,44243,34324,36534,25806,29138,41187,40741,40343,40397,83551,58504,53783,47389,36429,38205,27174,30065,44246,42684,35524,36539,67417,48971,44682,41317,32434,34887,24536,28141,38552,38831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48277,"Lamar County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43088,41346,31543,50601,38379,44672,45475,38976,48898,35908,42037,41662,,39584,,96885,,62498,,35096,,23311,,46138,,43298,,38124,,42441,,46771,,49529,,44530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44208,32598,37362,52620,43052,39800,48803,28320,51358,22085,46115,33696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39093,"Lorain County, OH",57955,60383,51272,57175,63206,61695,70956,63996,77338,66740,68163,62895,,,,,,,,,,,,,,62432,,57314,,62473,,64684,,67056,,63664,41049,41195,74572,57694,49335,46454,32031,36466,25289,31277,39645,41094,39191,39579,68206,52954,47262,44142,31159,34863,25632,30175,38088,38961,42922,42734,80499,62958,51229,48751,33057,37948,25220,32170,41277,43205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47760,44789,72249,47986,51915,45453,37596,42885,32434,41462,43694,44109,48266,41059,81358,52026,54919,42849,36826,34380,30081,29870,44672,38348,47341,48563,69804,45032,50837,47731,37205,50736,30842,52525,43675,49269,33117,37679,88476,61349,48094,47508,27993,36596,16049,26479,37423,42472,31079,37601,86274,52686,46347,44047,24931,36610,12848,29834,34727,40272,34684,37959,97239,67674,50521,49683,29862,36575,17110,23863,39852,44413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty26159,"Van Buren County, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33530,40643,65687,64778,42718,49405,26365,36478,19594,29955,33732,42382,36010,39197,58497,56516,43146,46125,30440,35495,25941,30209,36006,40155,30995,42343,79905,73470,42383,53109,20028,38551,9606,31088,30470,45511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37098,48028,100970,69128,44656,54296,14538,41642,1169,35393,27469,47400,40443,55126,69990,60093,43454,55789,25214,51533,17707,49238,33401,53552,,43368,,63580,,50458,,39109,,33367,,44316,30444,40922,52392,58407,37717,47149,28190,37977,22078,29387,32856,42944,32935,37563,39440,45223,35316,40628,32073,36405,30064,32415,33636,38513,27482,43829,68469,65754,38604,51222,22961,40197,12663,29551,30882,46824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty41059,"Umatilla County, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37030,42772,52613,82260,42204,55830,33685,35852,30157,26371,37580,44678,38986,44134,57907,148158,45874,73871,35595,34853,31998,19379,40098,49850,35099,41120,48958,53592,39596,45075,32262,38075,28790,34176,35752,41541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34728,56024,69599,71438,41156,58580,22100,47149,14818,41489,30448,52387,42109,68303,64674,147511,47795,79096,35201,45476,30212,31879,40834,59764,29413,47305,78643,48758,36242,46072,9044,43359,0,41859,22471,44652,41132,44560,54065,90687,45476,60488,39674,39832,36052,22923,42509,50500,37184,46999,26242,155106,32621,75566,38121,41949,41807,18857,35405,56883,46404,41869,113824,69331,62929,51167,40940,37938,28812,25273,51358,45836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty40153,"Woodward County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52799,85023,94455,90355,64996,86348,44752,82327,37582,80119,53459,84240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty32007,"Elko County, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51787,57076,74523,75950,56213,61393,42536,48579,37348,42321,48576,54422,54486,60003,105635,65810,67637,61663,42075,56913,34514,54444,52466,59043,49762,53842,65268,102178,52335,63576,42835,39796,38603,28730,47259,50719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48531,63273,41083,50172,46899,64447,52824,83025,55467,96089,50055,73575,,,,,,,,,,,,,,,,,,,,,,,,,47695,55723,73995,98812,54638,65125,42949,42594,36208,24856,48506,54175,58559,59291,136035,99255,75970,70105,49566,49248,37130,33692,61225,59018,,51738,,100826,,60139,,35770,,14468,,49773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty20045,"Douglas County, KS",,52530,,72713,,55087,,47943,,40638,,51226,,60896,,103362,,67311,,51195,,35591,,58745,,39260,,25359,,38894,,45055,,52278,,42152,43576,43284,56547,55281,47045,46149,39268,37796,36094,33407,42806,41691,55368,45669,61990,70890,56097,51976,50580,34657,48601,26513,53032,42005,39636,40553,52892,36816,42960,39834,35336,42784,31784,44617,38946,41268,,42382,,69788,,48612,,31596,,25790,,39680,,,,,,,,,,,,,,,,,,,,,,,,,47237,41254,49823,41808,48703,40924,47691,40000,47275,39480,48151,40446,,38924,,61346,,41702,,25558,,16906,,33046,42697,42668,46739,29866,43347,41077,40354,55403,38806,65396,41841,48057,,39618,,47311,,41670,,36639,,31667,,39412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty41051,"Multnomah County, OR",52271,46344,84066,50891,59912,47281,48961,45610,41819,43731,52577,46398,55432,50585,69628,66074,59427,54456,53830,48201,50953,41213,55787,51230,49343,42351,104218,36612,60232,41129,44269,43054,32160,45137,49305,42163,44943,45171,70783,54288,52952,48470,39713,42880,34615,39895,45579,45510,48161,48165,69192,56256,55358,51369,43704,45931,39795,43153,48737,48358,42051,42405,73010,52502,50708,45715,35945,40001,29530,36798,42693,42841,39440,34640,83749,85982,50885,54869,34089,32033,23873,24631,42318,42565,44850,33840,165535,37500,64354,35740,34301,33237,16797,32108,48999,34371,35607,35559,42966,1062314,37786,81008,34380,30835,32354,20508,36077,54424,45043,50133,61117,51804,49721,50658,40850,49465,37515,48789,44717,50035,48545,52230,63259,47946,52875,50522,44453,53379,41080,55082,48267,51983,41578,47992,56483,56053,45922,50863,37533,45821,33410,43121,41614,48199,32287,39778,49332,59124,38146,47097,30631,37390,25835,28324,34317,42638,34281,43281,44342,75155,38102,54917,33338,39718,30437,27257,35618,46918,30835,36290,55698,45582,38835,39907,28950,34991,22282,29755,33966,38022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty53031,"Jefferson County, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36160,29613,39896,27500,37394,29864,35090,32409,34091,33889,36167,31176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30056,,37907,,31215,,24463,,20636,,27699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39049,"Franklin County, OH",65350,58362,127673,88270,70848,61380,51625,51036,40150,40956,57793,55736,68592,58908,119408,97444,75811,64453,58276,49331,50158,34505,64180,56409,62667,57588,142149,77280,66633,59162,45902,52879,31033,46941,52304,55686,49843,45278,84051,72428,57244,53063,38824,37435,32059,29797,46786,44473,52608,47996,82234,70091,59856,55110,42429,40628,36898,33880,49756,46811,47482,42499,86797,74747,54916,50838,35436,34407,27302,25893,44147,42239,37079,33247,53308,56857,42445,42894,35520,30537,30952,26131,39059,36549,37983,40214,58930,55141,45164,47468,36450,37812,30415,33776,41100,42044,36426,25662,49608,49368,40456,34501,34764,23487,31445,20356,37576,29598,51008,46769,73288,64606,54167,50266,40444,38058,35528,31903,46290,43639,53219,47838,73734,57962,56420,50126,43330,42833,38345,39019,49128,46235,48972,45533,72585,70869,52470,49968,38142,33438,31536,25178,44913,40904,40417,46727,85469,85186,50864,57927,32834,38892,22403,22937,41251,48780,44998,50318,93592,73614,56535,56801,36152,43593,25553,32752,45203,49904,35258,43707,70413,108488,43790,62367,29896,36089,20840,13608,36829,51093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty29077,"Greene County, MO",50072,60710,26506,85908,44665,62629,57697,53361,69656,44157,52789,57601,,71853,,99664,,73575,,60821,,47533,,66944,,51036,,87096,,57123,,47737,,39281,,51859,44494,49953,61593,82245,49421,60076,39806,42272,35968,33969,44140,50193,50280,52597,78370,89692,59858,65767,44813,44126,39945,34839,51212,53095,38660,47352,48324,73419,41166,54167,35441,40191,32728,33046,38174,46883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42590,51768,70657,76198,49339,59351,34520,45035,29106,38159,40852,51505,48056,59479,68960,90555,53343,70394,41440,53320,36824,45258,46741,61066,37458,44544,72091,67382,46609,50864,29418,37152,21111,30310,37589,43384,40962,44659,88202,68199,54278,51752,36388,39152,26370,27892,44687,45872,,38897,,59356,,45849,,34990,,25333,,40272,,48304,,88148,,62218,,44106,,28345,,54748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48037,"Bowie County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49555,49157,136535,91936,68286,59799,36631,36576,26090,25933,49558,46671,51441,52370,192613,98977,78186,62606,40584,34215,30376,21991,55220,45618,48786,45710,192392,58984,68779,47964,33915,39234,20836,34486,48495,43513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45345,49850,92145,72920,59040,54286,38011,39073,30907,31679,46669,45924,,53763,,93410,,62464,,39654,,29387,,49583,42982,46125,116414,65232,65674,50642,38102,38252,26838,32025,50410,43912,,37616,,50065,,40381,,32152,,24069,,36658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty06015,"Del Norte County, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38842,47073,118781,102009,58869,61159,28543,34024,17474,21679,41156,45643,,70061,,104779,,80954,,59499,,49905,,68669,,35181,,99452,,49895,,22299,,7102,,35313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73628,,1062314,,87990,,45287,,29129,,62942,,,,,,,,,,,,,,,,,,,,,,,,,,34341,,50600,,39059,,29399,,19796,,34686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty41015,"Curry County, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37603,,0,,25850,,67071,,108938,,44098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty35061,"Valencia County, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32218,41225,50392,62078,38671,49445,29050,38448,24992,32847,33466,43501,34320,42901,63777,64386,44689,52495,29628,40605,24347,34908,36171,45747,29348,40129,28994,61373,29422,47470,29799,36855,29987,31135,29616,42034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38937,41827,68646,24701,42049,37936,24083,54935,17115,67259,31917,46129,,,,,,,,,,,,,,,,,,,,,,,,,30947,39171,59293,64664,40336,49354,28756,37497,21447,26688,34378,43847,31635,37893,56078,42107,40702,39900,30265,37805,24060,35776,35183,38858,29299,40482,105831,84730,49731,55725,26648,36538,12428,18954,37809,47762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty41011,"Coos County, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44218,49570,69154,85746,50703,59645,37152,39585,31888,30319,43161,48418,45782,56663,61398,103205,49579,70353,39482,43384,35998,32319,43881,54343,43086,43769,77965,74534,51483,51932,34623,36179,27367,28078,42271,43688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45004,52784,75269,68912,51074,56930,34700,46238,28807,40894,41639,51151,,54843,,70728,,58206,,47047,,41503,,52165,44963,50972,97713,68813,55377,56928,30671,46310,19556,40998,41943,51190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty32019,"Lyon County, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38408,33506,20939,24836,32060,29725,43584,35062,49400,38257,37952,32459,41629,41858,8612,39681,27415,40721,49072,42007,59712,42723,38437,41416,36179,26383,25169,21788,32352,24185,39055,26432,42623,27783,35731,25289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37387,,39303,,37571,,35777,,34765,,36637,,42382,,47106,,43050,,39025,,36818,,40935,,,,,,,,,,,,,35337,34931,0,204,21641,19600,39900,38353,54921,64293,30486,27651,,41714,,13421,,27142,,41867,,60474,,34143,,28907,,2281,,18535,,32841,,51625,,23863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty23003,"Aroostook County, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49035,54233,71455,98895,55090,64569,42646,40019,37867,29163,48174,50630,50323,59607,73098,100938,56986,69852,43689,43809,39305,33049,49390,54433,48044,49241,66611,93964,52384,58843,42089,36709,37536,26020,46869,46947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52341,55805,76377,95030,58527,64722,45313,42067,40610,31974,50956,51947,51176,63804,73960,96322,57730,70844,45246,50542,40472,41315,50792,59617,53469,48983,79012,86345,59792,57871,45583,36648,39187,26755,52298,45957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48147,"Fannin County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41660,49792,83958,120714,53972,71977,34175,42075,26767,29537,42731,54804,,48926,,120733,,73429,,40623,,27632,,53620,,51201,,122353,,71676,,44096,,31872,,56697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51834,,82802,,61323,,43853,,35714,,51641,,,,,,,,,,,,,,,,,,,,,,,,,,61447,,109343,,80756,,60861,,44566,,71437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty30031,"Gallatin County, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45417,37045,67926,49194,52245,40854,40337,33012,35701,28784,45643,36702,54978,42307,56036,17684,54968,30476,53888,48028,53479,60219,54375,39476,37964,33532,139700,75472,59991,41067,28045,18699,15135,5245,41726,29692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40638,36194,49027,39865,43611,37628,39015,35321,37198,34029,41065,36426,52620,45308,51506,20988,52682,35480,53818,53890,54324,67523,53280,44327,28482,30618,44927,61054,34190,38976,25155,20819,20425,11102,29637,29339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty13215,"Muscogee County, GA",50282,48973,82964,59772,52118,50541,39316,46529,30947,42207,43499,48400,64392,57002,181038,91644,65854,59775,40052,45223,29168,30735,48141,52019,39866,43770,32613,37939,38850,42855,42429,44963,46014,47258,41173,43987,40734,38888,65353,55276,47423,43812,34199,33587,28957,28201,40109,38348,44935,40823,75123,62363,53139,47643,36359,33470,30851,26549,43459,39599,36715,37047,54289,46133,41603,39595,32139,33978,27728,30768,36607,36788,29138,27234,38940,22552,32689,25169,28322,28010,25293,29107,30587,26572,34476,28230,66634,23555,44198,25619,31199,28642,22185,30040,38080,27257,20542,26712,1474,20071,13861,23567,21118,26553,25792,27423,17353,24875,44178,41476,64271,85396,48467,50410,36823,26054,32498,13950,41857,36899,46868,41801,65716,96379,50139,52263,38339,23813,33700,9536,43606,36351,41972,41381,62996,75797,46931,48778,35021,28628,29297,18354,40745,37698,44715,44859,51319,38017,46706,42507,43416,47180,41315,52523,45040,44520,43564,48704,60117,48407,48605,48745,40593,49083,35982,49418,44349,48912,46233,39172,34994,18012,43577,31108,50438,44611,55835,64249,46773,35937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty06077,"San Joaquin County, CA",49780,42336,84406,63854,57505,47065,45719,40348,38103,33306,49592,43445,54552,45440,90999,68132,63244,51151,50100,42566,43926,33212,54522,46681,45602,39395,76848,54449,52313,42367,42104,38073,33734,33810,45430,40011,43790,40947,68584,55787,51631,46319,38963,37698,34040,33179,44593,41713,46404,43855,75685,59754,56232,50089,40830,40131,35817,35250,47362,44481,41527,38286,62728,52005,47881,42885,37264,35400,32495,31217,42204,39112,39399,35205,87128,47615,47569,38666,28415,30050,16358,26892,37844,34304,,38576,,41418,,39846,,37618,,36615,,38629,43493,31388,185814,60951,54476,36623,24347,20379,8206,15921,38073,29344,51029,44905,72304,52496,54708,46354,41849,40481,37225,37339,47345,43242,58032,47864,86490,52714,63179,48939,46181,45189,39976,43145,53597,46967,46070,42446,64404,52010,49093,44137,37653,36769,32209,32843,43137,40223,40587,40612,57545,61548,46043,48159,38565,37543,33963,27741,42197,43259,40466,43398,65877,62441,48859,50433,37751,40613,31499,32090,42898,45377,40720,37962,50624,60957,43800,45914,39406,34558,36447,23152,41653,41413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty40047,"Garfield County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46359,50405,55796,82802,48176,61049,41768,43431,39134,35227,44694,51281,53537,47717,49813,76142,52137,59042,54623,42703,55603,35292,53477,49621,41293,52341,58563,86066,44842,62438,34859,45512,30294,37257,39541,53531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50508,44313,65219,80336,53914,54851,45048,35454,41742,26172,48913,44055,,38454,,54196,,43332,,33548,,28373,,38113,42957,48660,102637,117178,57537,67298,31823,36950,20494,23859,43460,49751,,48776,,65855,,54564,,45294,,36889,,50299,,,,,,,,,,,,,,51458,,65256,,55698,,47904,,40223,,52638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
