cty,name,kfr_native_rA_gP_pall,kfr_native_rA_gP_pall_l,kfr_native_rA_gP_p100,kfr_native_rA_gP_p100_l,kfr_native_rA_gP_p75,kfr_native_rA_gP_p75_l,kfr_native_rA_gP_p25,kfr_native_rA_gP_p25_l,kfr_native_rA_gP_p1,kfr_native_rA_gP_p1_l,kfr_native_rA_gP_p50,kfr_native_rA_gP_p50_l,kfr_native_rA_gF_pall,kfr_native_rA_gF_pall_l,kfr_native_rA_gF_p100,kfr_native_rA_gF_p100_l,kfr_native_rA_gF_p75,kfr_native_rA_gF_p75_l,kfr_native_rA_gF_p25,kfr_native_rA_gF_p25_l,kfr_native_rA_gF_p1,kfr_native_rA_gF_p1_l,kfr_native_rA_gF_p50,kfr_native_rA_gF_p50_l,kfr_native_rA_gM_pall,kfr_native_rA_gM_pall_l,kfr_native_rA_gM_p100,kfr_native_rA_gM_p100_l,kfr_native_rA_gM_p75,kfr_native_rA_gM_p75_l,kfr_native_rA_gM_p25,kfr_native_rA_gM_p25_l,kfr_native_rA_gM_p1,kfr_native_rA_gM_p1_l,kfr_native_rA_gM_p50,kfr_native_rA_gM_p50_l,kfr_native_rP_gP_pall,kfr_native_rP_gP_pall_l,kfr_native_rP_gP_p100,kfr_native_rP_gP_p100_l,kfr_native_rP_gP_p75,kfr_native_rP_gP_p75_l,kfr_native_rP_gP_p25,kfr_native_rP_gP_p25_l,kfr_native_rP_gP_p1,kfr_native_rP_gP_p1_l,kfr_native_rP_gP_p50,kfr_native_rP_gP_p50_l,kfr_native_rP_gF_pall,kfr_native_rP_gF_pall_l,kfr_native_rP_gF_p100,kfr_native_rP_gF_p100_l,kfr_native_rP_gF_p75,kfr_native_rP_gF_p75_l,kfr_native_rP_gF_p25,kfr_native_rP_gF_p25_l,kfr_native_rP_gF_p1,kfr_native_rP_gF_p1_l,kfr_native_rP_gF_p50,kfr_native_rP_gF_p50_l,kfr_native_rP_gM_pall,kfr_native_rP_gM_pall_l,kfr_native_rP_gM_p100,kfr_native_rP_gM_p100_l,kfr_native_rP_gM_p75,kfr_native_rP_gM_p75_l,kfr_native_rP_gM_p25,kfr_native_rP_gM_p25_l,kfr_native_rP_gM_p1,kfr_native_rP_gM_p1_l,kfr_native_rP_gM_p50,kfr_native_rP_gM_p50_l,kfr_native_rB_gP_pall,kfr_native_rB_gP_pall_l,kfr_native_rB_gP_p100,kfr_native_rB_gP_p100_l,kfr_native_rB_gP_p75,kfr_native_rB_gP_p75_l,kfr_native_rB_gP_p25,kfr_native_rB_gP_p25_l,kfr_native_rB_gP_p1,kfr_native_rB_gP_p1_l,kfr_native_rB_gP_p50,kfr_native_rB_gP_p50_l,kfr_native_rB_gF_pall,kfr_native_rB_gF_pall_l,kfr_native_rB_gF_p100,kfr_native_rB_gF_p100_l,kfr_native_rB_gF_p75,kfr_native_rB_gF_p75_l,kfr_native_rB_gF_p25,kfr_native_rB_gF_p25_l,kfr_native_rB_gF_p1,kfr_native_rB_gF_p1_l,kfr_native_rB_gF_p50,kfr_native_rB_gF_p50_l,kfr_native_rB_gM_pall,kfr_native_rB_gM_pall_l,kfr_native_rB_gM_p100,kfr_native_rB_gM_p100_l,kfr_native_rB_gM_p75,kfr_native_rB_gM_p75_l,kfr_native_rB_gM_p25,kfr_native_rB_gM_p25_l,kfr_native_rB_gM_p1,kfr_native_rB_gM_p1_l,kfr_native_rB_gM_p50,kfr_native_rB_gM_p50_l,kfr_native_rW_gP_pall,kfr_native_rW_gP_pall_l,kfr_native_rW_gP_p100,kfr_native_rW_gP_p100_l,kfr_native_rW_gP_p75,kfr_native_rW_gP_p75_l,kfr_native_rW_gP_p25,kfr_native_rW_gP_p25_l,kfr_native_rW_gP_p1,kfr_native_rW_gP_p1_l,kfr_native_rW_gP_p50,kfr_native_rW_gP_p50_l,kfr_native_rW_gF_pall,kfr_native_rW_gF_pall_l,kfr_native_rW_gF_p100,kfr_native_rW_gF_p100_l,kfr_native_rW_gF_p75,kfr_native_rW_gF_p75_l,kfr_native_rW_gF_p25,kfr_native_rW_gF_p25_l,kfr_native_rW_gF_p1,kfr_native_rW_gF_p1_l,kfr_native_rW_gF_p50,kfr_native_rW_gF_p50_l,kfr_native_rW_gM_pall,kfr_native_rW_gM_pall_l,kfr_native_rW_gM_p100,kfr_native_rW_gM_p100_l,kfr_native_rW_gM_p75,kfr_native_rW_gM_p75_l,kfr_native_rW_gM_p25,kfr_native_rW_gM_p25_l,kfr_native_rW_gM_p1,kfr_native_rW_gM_p1_l,kfr_native_rW_gM_p50,kfr_native_rW_gM_p50_l,kfr_native_rH_gP_pall,kfr_native_rH_gP_pall_l,kfr_native_rH_gP_p100,kfr_native_rH_gP_p100_l,kfr_native_rH_gP_p75,kfr_native_rH_gP_p75_l,kfr_native_rH_gP_p25,kfr_native_rH_gP_p25_l,kfr_native_rH_gP_p1,kfr_native_rH_gP_p1_l,kfr_native_rH_gP_p50,kfr_native_rH_gP_p50_l,kfr_native_rH_gF_pall,kfr_native_rH_gF_pall_l,kfr_native_rH_gF_p100,kfr_native_rH_gF_p100_l,kfr_native_rH_gF_p75,kfr_native_rH_gF_p75_l,kfr_native_rH_gF_p25,kfr_native_rH_gF_p25_l,kfr_native_rH_gF_p1,kfr_native_rH_gF_p1_l,kfr_native_rH_gF_p50,kfr_native_rH_gF_p50_l,kfr_native_rH_gM_pall,kfr_native_rH_gM_pall_l,kfr_native_rH_gM_p100,kfr_native_rH_gM_p100_l,kfr_native_rH_gM_p75,kfr_native_rH_gM_p75_l,kfr_native_rH_gM_p25,kfr_native_rH_gM_p25_l,kfr_native_rH_gM_p1,kfr_native_rH_gM_p1_l,kfr_native_rH_gM_p50,kfr_native_rH_gM_p50_l,kfr_native_rNA_gP_pall,kfr_native_rNA_gP_pall_l,kfr_native_rNA_gP_p100,kfr_native_rNA_gP_p100_l,kfr_native_rNA_gP_p75,kfr_native_rNA_gP_p75_l,kfr_native_rNA_gP_p25,kfr_native_rNA_gP_p25_l,kfr_native_rNA_gP_p1,kfr_native_rNA_gP_p1_l,kfr_native_rNA_gP_p50,kfr_native_rNA_gP_p50_l,kfr_native_rNA_gF_pall,kfr_native_rNA_gF_pall_l,kfr_native_rNA_gF_p100,kfr_native_rNA_gF_p100_l,kfr_native_rNA_gF_p75,kfr_native_rNA_gF_p75_l,kfr_native_rNA_gF_p25,kfr_native_rNA_gF_p25_l,kfr_native_rNA_gF_p1,kfr_native_rNA_gF_p1_l,kfr_native_rNA_gF_p50,kfr_native_rNA_gF_p50_l,kfr_native_rNA_gM_pall,kfr_native_rNA_gM_pall_l,kfr_native_rNA_gM_p100,kfr_native_rNA_gM_p100_l,kfr_native_rNA_gM_p75,kfr_native_rNA_gM_p75_l,kfr_native_rNA_gM_p25,kfr_native_rNA_gM_p25_l,kfr_native_rNA_gM_p1,kfr_native_rNA_gM_p1_l,kfr_native_rNA_gM_p50,kfr_native_rNA_gM_p50_l
cty39017,"Butler County, OH",54435,52461,90632,45869,63430,49607,44551,57484,34783,61739,52635,53042,,56873,,36905,,53116,,109063,,384333,,76038,,,,,,,,,,,,,47719,49376,79943,74124,53399,56482,29824,30237,17128,16822,41477,43604,48721,52113,81393,80038,54468,59747,31021,31087,18929,17730,42363,45031,46803,46805,78523,68225,52433,53305,28668,29669,15467,16491,40682,42279,28565,29881,63851,63395,36580,40851,21951,23257,13432,12031,29489,31930,30832,33125,64755,63077,37674,41265,24398,26811,16843,17874,31349,33993,25740,26860,61294,58449,34905,39260,19220,20847,9562,8229,27149,29919,49826,51416,82088,75016,54478,57463,32003,32049,18812,17515,42338,44621,50786,54274,83602,81082,55536,61167,32913,33163,20076,18770,43128,46333,48960,48742,80796,69127,53512,54148,31035,31546,17441,17313,41576,43293,40380,46240,68071,61079,45199,50072,27658,36157,17088,26880,35769,42733,37157,40334,60000,55528,43128,45049,29861,32221,21661,24160,36000,38224,43850,53670,77734,67786,46308,57090,22930,42132,8909,31583,33821,49320,39004,36985,1062314,73369,60717,44026,19401,15293,0,0,38095,28538,,,,,,,,,,,,,,,,,,,,,,,,
cty56005,"Campbell County, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58024,64965,75968,84630,61008,70973,45483,48394,37408,37699,53323,60123,60862,61870,85931,84039,65189,68613,45149,44541,35508,33966,54924,56490,55554,67714,66741,84829,57400,73024,46855,52247,40906,41565,52390,63540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59561,66731,80124,84233,62688,71807,46345,51428,37101,40304,54017,61836,61406,63917,89312,83381,65325,69420,44462,47358,33399,36376,53927,58079,57821,69096,70775,84989,59971,73849,48975,54936,42224,43643,54338,65039,52169,45971,56129,91844,52770,61110,49480,30030,47394,11083,51060,43726,62164,37976,82805,69901,66826,50359,53561,29320,46032,16610,59643,38859,37868,63518,20205,159186,32247,82529,46994,33450,58926,3661,39333,54228,,39052,,120668,,71358,,33460,,15078,,49090,,,,,,,,,,,,,,,,,,,,,,,,
cty17161,"Rock Island County, IL",,64364,,132953,,80254,,32827,,16587,,54629,,,,,,,,,,,,,,,,,,,,,,,,,49435,47998,84286,75822,56637,58096,32230,31679,19481,18371,44173,45082,50850,48274,85190,79080,58078,59432,34322,31466,22542,18403,45719,45104,48101,47730,82916,72724,55600,57001,30943,32278,17578,18946,43274,45331,25799,27068,56478,62017,35577,41495,23635,25254,16473,14871,29805,33240,27727,27600,73702,47873,40392,35467,25124,26047,16568,20015,33045,30819,24166,26835,44067,73361,31509,47117,22841,24733,17423,10470,27256,35394,53388,51212,86820,77040,58583,59193,35505,33347,22534,18810,46015,46079,54654,51408,88090,80833,60007,60811,37091,32734,24669,18247,47358,45942,52201,51001,84915,73327,57469,57857,34712,34513,21502,20348,45285,46546,37948,42835,55561,68601,43082,52948,32269,34411,25680,22370,37357,43008,39489,41137,55075,84583,44295,57502,35213,30470,29639,15179,39447,42311,35986,44883,58526,59404,42495,50867,28502,38622,19993,29544,35149,44584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty06065,"Riverside County, CA",48019,41889,66572,47190,52202,43802,41230,37796,34981,35019,46093,41014,55606,46818,82608,55496,60627,50346,44224,40817,33369,36450,50461,45385,40609,35934,47115,38352,42845,36590,37752,33644,34702,32265,40441,35405,43123,42424,63409,55691,48070,47439,32681,33190,24070,25382,40523,40798,44772,44054,64763,58460,49665,49445,34761,34531,26815,27010,42200,42198,41557,40853,62194,53096,46566,45554,30532,31868,21168,23764,38882,39448,28930,28330,46962,43846,33348,33740,24882,24297,19700,17921,29281,29060,30877,30843,53113,45533,36074,35221,26825,27219,21488,22093,31696,31278,26977,25916,43591,41814,31167,32299,22555,21624,17179,14423,26944,26989,47858,46418,67563,57193,51226,49627,36309,36861,27349,29058,43362,43485,49674,48229,68592,59737,52983,51740,38683,38484,30364,31067,45346,45099,46159,44676,66808,54807,49595,47637,33887,35268,24122,27061,41444,41944,38954,39452,58297,53975,44243,45076,32356,33335,25179,25168,37922,38972,40102,40145,58926,57425,45055,46593,33844,33463,27036,25321,39032,39580,37822,38777,57522,50546,43406,43616,30863,33258,23322,25130,36824,38392,44424,51407,76341,89429,49942,64120,33515,38583,25011,25545,41461,49640,40665,51853,72988,85673,44765,63827,28735,40471,19769,28536,36428,50721,48593,51062,76467,93618,54747,64619,38373,36773,30376,22637,46515,48698
cty06001,"Alameda County, CA",65668,55374,74994,61409,64634,55650,55969,45953,50906,41734,59883,51058,69956,60489,67780,69403,70398,61630,73009,47668,75218,41642,71922,54243,62190,50889,82079,55276,61465,50893,41475,44047,31429,41031,51373,48074,49509,45664,73985,60295,51339,48790,30456,30040,19009,19809,40891,39925,51736,48125,75628,63427,53536,51260,33350,32216,22929,22735,43211,41875,47338,43376,72177,57357,49149,46505,27479,27941,15131,16974,38585,38121,27880,28669,50579,44546,33031,34342,22439,24865,16068,18465,27949,29638,30719,31781,55846,50673,35988,37612,25475,27916,19400,21787,31008,32802,25003,25549,46113,39639,30193,31251,19342,21681,12841,15165,24878,26501,59533,53343,75680,63270,56796,52324,39815,34967,30062,24657,47741,43822,61446,55852,77418,65928,58749,54551,41920,36741,32547,27107,49662,45466,57691,51043,74071,60662,54938,50316,37722,33529,27506,22647,45895,42443,46401,44873,67755,55946,49485,47567,34894,36487,26467,28908,41600,41793,48415,46629,71300,59184,51550,49586,36664,37781,28106,30588,43393,43269,44296,43224,64049,52658,47288,45655,33030,35259,24736,27228,39717,40391,36550,36385,52730,52531,40275,40128,31114,25349,25992,16121,35710,32289,40511,37708,58358,65757,43082,46583,33202,25904,27636,13746,38021,35379,32276,35606,43704,49475,35134,38714,27265,25615,22819,17346,31392,31793
cty24005,"Baltimore County, MD",57223,47747,69851,56067,58140,48483,48723,36201,43323,30833,52928,42625,66962,56639,69621,79589,66654,59486,63861,30083,61635,17841,65005,43129,46520,39348,67243,28343,50650,38526,34281,60500,25337,74210,42557,46324,52259,51158,83114,73221,56158,56349,32220,30988,19664,18010,43960,43936,54057,53315,84807,76552,58090,58534,34584,32384,22934,20114,45868,45217,50506,49123,81435,69869,54313,54277,29828,29801,16413,16277,42120,42809,32922,33078,58266,49204,37875,37926,26407,27838,19539,21149,32294,32871,35250,35454,59236,54403,39462,40264,29255,30062,23495,23737,34585,35170,30519,30774,57308,44914,36283,35707,23397,25636,15562,18698,29880,30654,58981,57870,86768,76565,60238,60005,38049,35522,25769,21921,48178,47624,60295,59849,89260,79064,61832,61805,39160,36566,27045,23766,49329,48540,57689,55995,84610,73958,58667,58301,36733,34713,24169,20461,46936,46856,44209,43714,61478,66409,46764,49212,34497,29201,27239,15734,40204,38542,45418,45426,66977,76886,48963,52807,35161,28131,27056,13657,41451,39163,42601,41597,56421,53928,44849,44533,34290,31072,28012,20560,39317,37683,33713,31964,91253,63098,40365,40760,13122,16859,0,522,26586,28055,33691,28542,85579,45293,41619,35455,18960,22672,5128,14677,29961,28795,,33433,,68300,,42093,,15589,,0,,27901
cty13089,"DeKalb County, GA",38986,34043,44751,47620,39753,39150,35366,25014,32630,18393,37385,32543,37747,29734,38754,44644,37395,35529,36097,18452,35045,10122,36630,26846,41716,35458,53971,46773,44324,40095,33770,29842,27675,25207,39251,35880,34823,34056,64261,52232,43198,42142,22924,24744,11197,14879,33364,34123,37387,36342,69491,55135,46374,44573,25323,27243,13863,18066,35829,36226,32249,31906,59239,49643,40109,39937,20400,22256,8068,11512,30871,32169,27730,28473,53491,45562,34010,34501,22560,24319,15711,17472,28503,29444,30295,30699,62976,48961,37427,36270,24716,26719,17452,20629,31376,31547,25028,26300,45807,42574,30590,32812,20203,21928,13951,14578,25501,27393,58712,52193,78501,63268,56198,51902,36944,34005,25898,23324,45856,43131,61560,56073,81917,67793,59329,55635,39811,36798,29118,26710,48682,45980,55974,48876,75312,59281,53604,48710,34679,31576,23325,20270,43629,40701,37926,31050,76958,38365,47054,34293,25609,28266,13047,23748,35423,31246,37516,37279,69053,46219,44989,40800,27520,33516,16859,28770,35509,36997,39048,23422,89897,25710,50611,24472,23475,22355,7407,20547,35848,23439,33858,39186,97577,128563,45659,57482,18816,10961,2807,0,31914,31113,,,,,,,,,,,,,,,,,,,,,,,,
cty48339,"Montgomery County, TX",76877,48491,90573,62817,71182,50616,56339,32396,48180,24621,62926,41745,,,,,,,,,,,,,,47742,,60082,,47696,,30830,,23614,,40511,53722,54058,77351,71414,56820,58463,37239,37708,27099,27380,46956,48416,55870,56989,80193,77837,58776,62150,38755,38338,28877,27575,48480,50081,51659,51380,74427,65711,54930,55110,35818,37105,25496,27300,45530,46817,29491,36361,94835,78916,44458,49280,22716,28301,10300,15563,33595,38290,29354,35980,71057,65824,38495,44306,23281,30214,14796,21715,31225,37162,29621,36743,118111,91676,49595,54790,22409,26425,6300,9212,35358,39442,56326,56323,78067,72112,58136,59520,40337,39760,30228,28714,48613,49703,58063,59830,80703,79242,59823,63766,41391,40344,31270,28619,49811,51537,54604,53195,75333,65968,56437,55771,39303,39136,29238,28839,47428,47918,47178,46374,80005,60637,53805,51391,34398,39373,23609,31367,43117,45080,48180,48018,80934,67210,53969,54281,34954,39106,24281,30250,43399,46040,46488,44604,78873,53125,53653,47941,33959,40009,23118,33872,42932,43943,59017,38412,127280,72413,59602,48044,30115,23627,15955,8909,43622,34690,,42075,,79167,,49761,,21211,,3036,,34092,,32986,,65631,,45910,,25243,,13005,,34699
cty47149,"Rutherford County, TN",33386,32870,60059,47365,36464,35141,19024,14946,7837,4067,27008,25752,,,,,,,,,,,,,,,,,,,,,,,,,43189,46742,69136,65812,48681,52875,29343,32378,18492,21622,39109,43041,45587,49266,72233,71381,51125,56278,31682,33559,21400,22740,41251,44855,40872,44340,65673,60589,46230,49680,27111,31228,15927,20635,37038,41258,27317,33494,46092,60316,32083,41761,23296,26816,17925,17163,27876,34162,28335,35432,46178,58457,32721,42424,24962,31230,20415,24399,29079,36803,26124,31705,46956,62006,31646,41607,21314,22661,15015,10122,26574,31908,46239,49411,71646,66469,50547,54164,32283,35055,21219,23889,40852,44727,48862,52370,74473,73508,53198,58253,34913,35545,24377,23667,43312,46441,43743,46586,68901,59861,48077,50394,29784,34805,18179,24723,38572,43108,38697,38318,73055,58095,48794,44901,30569,28523,19910,17062,38888,36319,35492,36251,49659,58378,39210,43821,30170,26839,24441,16054,34418,34761,42578,40332,110149,63554,61179,49012,30383,29956,14460,15673,43784,39105,,45503,,67362,,53824,,38529,,29931,,45462,,,,,,,,,,,,,,,,,,,,,,,,
cty40083,"Logan County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45013,49495,75413,78487,55413,63072,36306,38925,26294,27370,45818,51223,44072,50301,71377,82360,53284,65409,36002,39848,27073,28581,44519,52386,45793,48739,78651,75207,57209,61038,36516,37959,25566,26040,46951,50163,25774,33946,117189,212029,47758,71222,22088,31569,7186,11440,34742,48781,24438,29576,32121,79187,26580,48331,23081,29862,21005,19047,24953,38795,27430,36996,1062314,1062314,63546,79907,20116,31902,0,7760,39404,51993,47798,52464,72222,75522,55472,62751,40099,42512,31134,31409,47323,52687,45839,53032,69337,78380,53192,64677,38483,43270,29950,32493,45323,53609,49660,51971,75482,73417,57795,61253,41443,41687,31873,30105,49227,51900,57472,32381,437448,61318,85333,47466,45303,30589,27680,19018,62191,38555,,33946,,68340,,50799,,31481,,19866,,40255,,29822,,71107,,52102,,28629,,11489,,39705,41312,51656,70180,71476,49761,59366,36309,45136,29309,37257,42872,51610,48126,53927,72623,82564,55927,65364,45196,45718,39494,35501,50355,54511,,48620,,55801,,50848,,44494,,40632,,47484
cty20191,"Sumner County, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46982,50590,71921,77247,53410,60068,35503,34133,25953,21368,44476,47271,47018,53580,67811,87243,52516,65361,37427,34659,29545,21096,44921,49419,47015,47943,75360,68671,54080,55339,33676,33683,22545,21892,44019,45239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48949,52545,74366,80757,54995,62219,37781,35381,27782,20732,45817,48526,49031,55569,69906,91336,54186,68226,39751,36552,31419,21267,46465,51222,48843,49704,78812,71014,55733,56817,35804,35042,24081,21731,45170,46332,35467,41767,53882,56376,41074,46646,29912,34030,22999,25372,35182,40052,,40315,,49106,,43931,,37023,,32572,,40314,34837,42974,63223,70153,43198,52610,26506,30569,16441,14617,34396,40978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty02170,"Matanuska-Susitna Borough, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38366,44889,52530,62355,42138,52799,30782,36781,24116,28385,36693,45217,38839,44488,52815,63699,42600,53032,31640,35931,25446,27565,37244,44619,37922,45233,51554,61352,41484,52666,30129,37433,23247,28930,36160,45741,,46553,,59433,,50617,,42765,,37868,,46639,,,,,,,,,,,,,,,,,,,,,,,,,40021,46947,53960,63544,43297,54110,32687,38733,25874,29691,37842,46613,39983,46119,55061,64468,43634,53907,32491,37161,25515,28040,37816,45398,40049,47605,53042,62736,42942,54249,32687,40005,25941,31013,37757,47594,36152,40485,88528,58622,51898,48366,27236,35225,13307,26337,38267,41468,31670,33644,78157,35331,44610,34727,22011,33843,7766,33235,32357,34272,,45945,,83306,,60969,,34072,,15970,,46392,32768,33573,20682,69230,28644,48106,35733,26285,40204,13531,32033,36176,44414,32496,15509,69572,36041,47875,56135,25174,72354,11901,45192,35507,23544,34441,13990,67186,19792,47605,25951,27196,29555,15173,22669,36469
cty19113,"Linn County, IA",43151,38567,44547,33325,42407,37433,40468,45980,39234,50658,41366,41167,,36297,,28834,,33273,,43340,,49143,,38149,,,,,,,,,,,,,54677,55760,80994,73264,58414,59952,37256,38637,26458,28155,47685,49610,56831,57693,85442,74967,60744,61657,38349,40714,27505,31133,49126,51162,52693,53977,75964,71433,55855,58093,36240,36274,25731,24719,46180,47874,29509,34249,53103,47611,35261,38733,24756,30608,18388,25267,30188,34667,36595,29240,70932,34067,44454,30873,31855,28184,25006,26429,38344,29562,23577,38099,40525,59104,27915,45711,18942,32570,13576,24154,23525,38936,56323,57261,81687,74257,59384,60816,39897,39922,28988,28381,48894,50391,58316,59464,87239,76252,61761,62998,40246,42287,28711,31757,49944,52304,54482,55219,76412,72247,57207,58573,39806,37324,29645,24565,48052,48344,39625,38486,79883,56047,46729,45287,23524,31490,9590,21887,34157,38080,39343,35488,95876,45119,48355,39194,19909,31233,1237,26008,32711,35038,39657,41476,62360,74003,44903,54779,30071,31078,21236,14269,37063,42163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty02130,"Ketchikan Gateway Borough, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36690,39965,46515,54380,38680,45650,29658,30599,24235,22202,34401,38652,33141,40240,35730,50285,33667,44154,31126,33316,29600,27600,32461,39002,41067,39758,60363,58389,44889,47340,28889,28575,19388,17552,37262,38836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36540,42742,46049,54686,37999,46923,29482,33808,23804,25635,33675,40643,32704,43572,33663,46564,32673,44280,31531,39983,30757,37346,32095,42209,41774,42142,61296,63885,44468,49721,28864,28015,18662,13931,36474,39455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36225,38001,36991,67119,36415,48262,35924,28326,35633,16550,36177,37374,,33823,,57179,,41362,,23061,,11929,,31644,32965,43917,36684,174439,34045,75308,31468,28439,29995,4739,32832,47156
cty42045,"Delaware County, PA",53812,45765,89356,50363,60741,46664,41367,40177,31283,37218,49631,43637,53251,48352,91884,54347,60479,49757,39231,41147,25481,37170,47107,45291,54149,44659,82754,46325,61253,44365,40641,41133,30301,39644,50824,43060,55744,52474,84476,72752,58758,56592,35461,32051,23604,19546,46860,44596,59117,54497,89190,74088,62135,58349,38130,34771,26652,23766,49607,46431,52656,50578,80183,71434,55640,55031,32847,29545,20544,15577,44296,43038,27868,29496,52937,55598,34394,39046,23450,25158,16845,16083,29124,32050,29646,32635,49076,56309,34368,40125,26101,28697,21289,21586,30473,34409,26144,26412,56281,53599,34434,37755,20880,21820,12768,11189,27741,29710,61726,57838,84249,72672,62181,58924,42637,37795,31849,25964,51665,48370,65392,59846,88952,74483,66381,61144,46361,40495,35686,29894,55498,50474,58311,55964,80274,71033,58737,57229,39620,35910,28635,22941,48610,46974,45347,41174,61419,57589,47903,46180,36484,31740,29760,21764,41799,38612,49887,43955,80505,61268,55009,49306,36723,35110,26552,26511,44849,41666,41340,38813,49138,53712,42735,43182,36418,28241,32548,16462,39471,35586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty41005,"Clackamas County, OR",50083,46241,82236,48561,52264,46966,32722,44034,21840,42649,41130,45620,47548,44475,83557,46856,52817,45507,32306,42769,17997,41419,40037,44121,51908,47879,77986,51387,52310,48449,29328,43711,16835,41574,40736,46518,50145,48827,70454,63326,52516,52153,35074,33942,25697,24363,43838,43479,52015,50990,73670,67968,54604,54744,36547,34349,27325,24530,45410,44584,48373,46935,67355,59367,50555,49909,33661,33523,24167,24182,42359,42465,32327,36464,54951,43397,34651,38347,22881,33491,15843,30265,28979,35934,25030,42811,43552,65970,27200,48491,17510,36634,12066,29714,22664,42458,39701,31419,71981,34883,44176,32635,28928,29963,19974,28097,36404,31311,51294,49669,71741,63812,53203,52553,36649,34792,26887,24263,44413,43841,52940,51992,74301,68331,55055,55230,38058,35245,28400,24512,45877,44956,49727,47625,69323,59797,51465,50216,35280,34468,25386,24266,43031,42856,46495,48492,75907,62153,51070,51962,32514,38910,21913,30293,40922,45080,50902,46938,91166,64952,56267,51876,33303,36622,20616,27579,43338,43610,42601,49937,63333,60451,45889,52399,31117,40740,22403,32140,38063,46424,37476,31371,81911,42883,48044,35993,28254,26979,17744,21174,37818,31276,38280,30640,61015,44932,44692,37387,34306,27489,28523,21196,39352,32204,38871,32161,117345,40972,53735,34889,20460,26881,2159,21709,36606,30707
cty49005,"Cache County, UT",,47685,,32668,,42886,,68608,,85255,,53260,,,,,,,,,,,,,,,,,,,,,,,,,55448,57117,72825,67287,59037,60373,44620,47953,37024,41436,51926,54582,57482,61199,74033,73716,60920,65019,47224,49994,40199,42787,54070,57716,53676,53397,71384,61408,57290,56023,42391,45872,34329,40066,50071,51505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56390,58300,74066,67216,59770,61079,46012,50217,38005,43663,52531,55895,58362,62388,75769,74533,61755,66022,48222,51433,40495,43567,54553,58726,54661,54505,72578,60474,58063,56474,44090,49076,35777,44096,50810,53122,42874,43443,45447,68461,43282,51799,41113,32333,39721,19500,42161,41360,39090,50520,34770,61518,37714,53462,40737,43277,42835,37105,39266,48035,46523,38916,55786,68893,49071,49269,42527,25068,38605,5955,45669,36611,,38850,,88154,,58509,,30419,,15276,,42558,,39520,,1062314,,111135,,28389,,0,,57251,,,,,,,,,,,,
cty53029,"Island County, WA",,55365,,81501,,57724,,27028,,14621,,42121,,,,,,,,,,,,,,,,,,,,,,,,,47699,47389,71266,61586,53257,52809,35737,37889,26376,30039,44527,45773,50781,48614,72057,62885,55944,53866,40071,38959,31971,31654,47918,46581,44800,46268,70105,60308,50695,51794,31753,36818,21076,28401,41459,44999,26942,31336,40374,217110,30642,61427,24266,19608,20330,0,27598,38287,,37659,,1062314,,72567,,19987,,0,,42487,,25731,,58833,,38634,,19313,,5495,,28858,49578,48075,75173,63153,54955,53612,37159,38099,26828,28950,45450,46043,52720,48979,75514,64455,57605,54594,41397,38753,32289,30139,48872,46567,46677,47202,74224,61947,52434,52706,33495,37440,21991,27747,42474,45555,48572,42226,81688,32795,57633,38336,39215,47903,29278,56469,47476,42935,51046,45231,49216,28213,50640,38633,52083,57444,53067,74505,51380,47500,45730,38729,109372,41876,58951,40129,27640,37241,10966,34842,41347,38706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
